         12317905 function calls (12276807 primitive calls) in 15.128 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
      153    0.000    0.000    0.000    0.000 transforms.py:1822(get_affine)
        1    0.000    0.000    0.000    0.000 figure.py:2123(Figure)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
        2    0.000    0.000    0.000    0.000 _base.py:2851(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        4    0.000    0.000    0.000    0.000 gridspec.py:569(_from_subplot_args)
       18    0.000    0.000    0.000    0.000 axis.py:439(_get_text2_transform)
        5    0.000    0.000    0.000    0.000 backend_qt.py:793(set_history_buttons)
       17    0.000    0.000    0.000    0.000 ast.py:33(parse)
       32    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       14    0.000    0.000    0.000    0.000 _mathtext.py:1248(__init__)
        1    0.000    0.000    0.000    0.000 _subplots.py:7(SubplotBase)
        4    0.000    0.000    0.010    0.003 _base.py:3186(grid)
        8    0.000    0.000    0.001    0.000 spines.py:287(draw)
       16    0.000    0.000    0.000    0.000 ticker.py:1925(ge)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_qt.py:250(showEvent)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
       64    0.000    0.000    0.000    0.000 axis.py:695(isDefault_majfmt)
        2    0.000    0.000    0.000    0.000 utils.py:136(disable_on_exception)
        1    0.000    0.000    0.001    0.001 patches.py:2201(BoxStyle)
        4    0.000    0.000    0.000    0.000 transforms.py:351(max)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:91(Text)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
       78    0.000    0.000    0.000    0.000 _internal.py:826(<genexpr>)
        1    0.000    0.000    0.024    0.024 fontconfig_pattern.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_qt.py:272(mouseEventCoords)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:291(Colorbar)
        4    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 docstring.py:41(update)
       12    0.000    0.000    0.000    0.000 transforms.py:380(height)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1303(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.003    0.003 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4143(FancyArrowPatch)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
        1    0.000    0.000    0.002    0.002 __init__.py:189(_check_versions)
       11    0.000    0.000    0.000    0.000 patches.py:511(set_hatch)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        3    0.000    0.000    0.002    0.001 __init__.py:46(_get_running_interactive_framework)
        8    0.000    0.000    0.000    0.000 enum.py:980(__or__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1790(close_event)
        1    0.000    0.000    0.000    0.000 {method 'setCentralWidget' of 'PySide6.QtWidgets.QMainWindow' objects}
        1    0.000    0.000    0.409    0.409 backend_agg.py:429(draw)
        4    0.000    0.000    0.000    0.000 mathtext.py:126(set_canvas_size)
        1    0.000    0.000    0.000    0.000 subprocess.py:646(_use_posix_spawn)
        1    0.000    0.000    0.042    0.042 backend_qt.py:601(show)
        1    0.000    0.000    0.000    0.000 figureoptions.py:1(<module>)
        4    0.000    0.000    0.001    0.000 _pylab_helpers.py:78(destroy_all)
        6    0.000    0.000    0.000    0.000 transforms.py:797(frozen)
        8    0.000    0.000    0.000    0.000 axis.py:1087(<listcomp>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        8    0.000    0.000    0.000    0.000 weakref.py:290(update)
       23    0.000    0.000    0.000    0.000 rcsetup.py:276(validate_color_or_auto)
        2    0.000    0.000    0.001    0.000 linecache.py:80(updatecache)
        4    0.000    0.000    0.000    0.000 _base.py:3568(get_xlim)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       32    0.000    0.000    0.000    0.000 getlimits.py:562(tiny)
       16    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(clip)
       35    0.000    0.000    0.000    0.000 rcsetup.py:552(_validate_greaterequal0_lessequal1)
       12    0.000    0.000    0.000    0.000 core.py:5667(<lambda>)
        6    0.000    0.000    0.000    0.000 transforms.py:669(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:2972(__array_finalize__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       12    0.000    0.000    0.000    0.000 rcsetup.py:339(_validate_cmap)
        4    0.000    0.000    0.000    0.000 core.py:1437(__mul__)
       59    0.000    0.000    0.000    0.000 backend_bases.py:803(get_clip_path)
        8    0.000    0.000    0.018    0.002 axis.py:1083(_get_tick_bboxes)
       14    0.000    0.000    0.000    0.000 transforms.py:2311(get_matrix)
       21    0.000    0.000    0.000    0.000 patches.py:346(set_edgecolor)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
       29    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
      148    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:869(update_from_path)
       12    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       40    0.000    0.000    0.000    0.000 results.py:247(__iter__)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
       18    0.000    0.000    0.002    0.000 rcsetup.py:390(validate_font_properties)
        1    0.000    0.000    0.000    0.000 backend_agg.py:68(RendererAgg)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        3    0.000    0.000    0.000    0.000 deprecation.py:442(<listcomp>)
       35    0.000    0.000    0.000    0.000 backend_bases.py:966(set_linewidth)
        3    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
        1    0.000    0.000    0.001    0.001 afm.py:1(<module>)
       14    0.000    0.000    0.000    0.000 core.py:8118(_replace_return_type)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
       19    0.000    0.000    0.000    0.000 core.py:5451(__init__)
        3    0.000    0.000    0.000    0.000 patches.py:708(__init__)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ptp)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
       32    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
       12    0.000    0.000    0.000    0.000 ticker.py:1640(nonsingular)
       26    0.000    0.000    0.000    0.000 core.py:6753(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:1493(_set_title_offset_trans)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       11    0.000    0.000    0.000    0.000 core.py:5596(__sub__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       79    0.000    0.000    0.000    0.000 fromnumeric.py:193(_reshape_dispatcher)
       64    0.000    0.000    0.000    0.000 axis.py:711(isDefault_minfmt)
       32    0.000    0.000    0.000    0.000 axis.py:1593(set_minor_formatter)
        8    0.000    0.000    0.000    0.000 axis.py:771(limit_range_for_scale)
        8    0.000    0.000    0.003    0.000 axis.py:1275(get_majorticklocs)
       18    0.000    0.000    0.000    0.000 core.py:990(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2876(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        4    0.000    0.000    0.000    0.000 gridspec.py:206(_check_gridspec_exists)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        9    0.000    0.000    0.000    0.000 deprecation.py:466(deprecate_method_override)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'setCursor' of 'PySide6.QtWidgets.QWidget' objects}
        2    0.000    0.000    0.001    0.000 _base.py:2302(_update_line_limits)
        9    0.000    0.000    0.000    0.000 {method 'devicePixelRatioF' of 'PySide6.QtGui.QPaintDevice' objects}
       75    0.000    0.000    0.000    0.000 {built-in method math.sin}
       12    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
        9    0.000    0.000    0.052    0.006 __init__.py:108(import_module)
       88    0.000    0.000    0.000    0.000 artist.py:604(get_gid)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2776(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
       64    0.000    0.000    0.000    0.000 axis.py:703(isDefault_minloc)
       10    0.000    0.000    0.000    0.000 transforms.py:374(width)
        2    0.000    0.000    0.001    0.001 _base.py:2274(add_line)
       33    0.000    0.000    0.000    0.000 signature_bootstrap.py:145(p2m)
        8    0.000    0.000    0.000    0.000 _base.py:1099(_set_artist_props)
        2    0.000    0.000    0.042    0.021 figure.py:646(add_subplot)
       10    0.000    0.000    0.000    0.000 core.py:580(filled)
       12    0.000    0.000    0.000    0.000 spines.py:134(get_patch_transform)
        4    0.000    0.000    0.001    0.000 _base.py:242(__call__)
       44    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       16    0.000    0.000    0.000    0.000 signature_bootstrap.py:155(find_spec)
       30    0.000    0.000    0.000    0.000 numeric.py:1859(isscalar)
       27    0.000    0.000    0.000    0.000 _pydecimal.py:3949(__setattr__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.pow}
       84    0.000    0.000    0.000    0.000 text.py:1279(get_usetex)
       33    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       13    0.000    0.000    0.000    0.000 zipfile.py:698(_get_decompressor)
      101    0.000    0.000    0.000    0.000 path.py:214(codes)
        6    0.000    0.000    0.000    0.000 _pydecimal.py:522(__new__)
       74    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
       11    0.000    0.000    0.000    0.000 patches.py:455(set_fill)
       32    0.000    0.000    0.000    0.000 ticker.py:480(set_useOffset)
        2    0.000    0.000    0.000    0.000 typing.py:2267(__new__)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 transforms.py:667(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
       51    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       70    0.000    0.000    0.000    0.000 fromnumeric.py:2300(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:3869(Context)
       32    0.000    0.000    0.000    0.000 rcsetup.py:700(<genexpr>)
        8    0.000    0.000    0.000    0.000 mathtext.py:131(render_glyph)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_linux)
       10    0.000    0.000    0.000    0.000 __init__.py:598(push)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       17    0.000    0.000    0.000    0.000 platform.py:938(machine)
        1    0.000    0.000    0.000    0.000 widgets.py:1093(TextBox)
        1    0.000    0.000    0.000    0.000 figure.py:186(__init__)
       20    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(nonzero)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3548(export)
        2    0.000    0.000    0.000    0.000 dataclasses.py:529(_init_fn)
       14    0.000    0.000    0.000    0.000 core.py:8101(__init__)
        3    0.000    0.000    0.000    0.000 patches.py:2177(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.049    0.049 geo.py:1(<module>)
       38    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        1    0.000    0.000    0.000    0.000 platform.py:989(_sys_version)
       22    0.000    0.000    0.000    0.000 markers.py:345(get_transform)
        1    0.000    0.000    0.000    0.000 _formlayout.py:58(ColorButton)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3086(__init__)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:2670(_amax_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'setEnabled' of 'PySide6.QtCore.QSocketNotifier' objects}
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.705    0.705 backend_qt.py:1020(mainloop)
